tconst,nconst,primaryTitle,primaryName,primaryProfession
tt54006487,nm0465106,The Three Musketeers,Hal Roach Jr.,director
tt71380510,nm0465106,The Hurricane at Pilgrim Hill,Hal Roach Jr.,director
tt65082218,nm0465106,Dagwoods Ego,Hal Roach Jr.,director
tt59523370,nm0465106,A Friend for Roberta,Hal Roach Jr.,director
tt51516998,nm0465106,Costume Party,Hal Roach Jr.,director
tt65968161,nm0465106,Countess Margie,Hal Roach Jr.,director
tt81855109,nm0465106,Efficiency Expert,Hal Roach Jr.,director
tt68414770,nm0465106,Kangaroo Story,Hal Roach Jr.,director
tt94236529,nm0465106,Margie Plays Detective,Hal Roach Jr.,director
tt73208710,nm0465106,Margie Sings Opera,Hal Roach Jr.,director
tt26161242,nm0465106,Margies Millionth Member,Hal Roach Jr.,director
tt92932386,nm0465106,Margies Mink,Hal Roach Jr.,director
tt72235144,nm0465106,Margies Sister Sally,Hal Roach Jr.,director
tt61734105,nm0465106,Miss Whoozis,Hal Roach Jr.,director
tt61782962,nm0465106,Missing Link,Hal Roach Jr.,director
tt97042468,nm0465106,Radioactive Margie,Hal Roach Jr.,director
tt34980804,nm0465106,Reverse Psychology,Hal Roach Jr.,director
tt12002027,nm0465106,The Hooded Vern,Hal Roach Jr.,director
tt82110377,nm0465106,Whos Married,Hal Roach Jr.,director
tt94403770,nm0465106,Prague,Hal Roach Jr.,director
tt69299703,nm0465106,Rome,Hal Roach Jr.,director
tt34082337,nm0465106,A Knowledge of Astronomy,Hal Roach Jr.,director
tt27702141,nm0465106,A Pair of Gloves,Hal Roach Jr.,director
tt39548970,nm0465106,Another World,Hal Roach Jr.,director
tt92146435,nm0465106,Badge of Honor,Hal Roach Jr.,director
tt96807976,nm0465106,Behind Bars,Hal Roach Jr.,director
tt82648070,nm0465106,Loyalty,Hal Roach Jr.,director
tt51223741,nm0465106,The Big Steel,Hal Roach Jr.,director
tt56644443,nm0465106,Brutality,Hal Roach Jr.,director
tt51687635,nm0465106,Cornered,Hal Roach Jr.,director
tt20492292,nm0465106,Destiny,Hal Roach Jr.,director
tt89247574,nm0465106,Eight Out of a Hundred,Hal Roach Jr.,director
tt80825226,nm0465106,End of the Line,Hal Roach Jr.,director
tt11509486,nm0465106,Escape,Hal Roach Jr.,director
tt81259456,nm0465106,The DoGooder,Hal Roach Jr.,director
tt14524108,nm0465106,The Arsonist,Hal Roach Jr.,director
tt11117798,nm0465106,Hot Rod,Hal Roach Jr.,director
tt37567861,nm0465106,The Stepfather,Hal Roach Jr.,director
tt32629215,nm0465106,Let Justice Be Done,Hal Roach Jr.,director
tt78359888,nm0465106,The Ring,Hal Roach Jr.,director
tt16866203,nm0465106,When Credit Is Due,Hal Roach Jr.,director
tt94407247,nm0465106,Lost Cause,Hal Roach Jr.,director
tt89750449,nm0465106,Crashout,Hal Roach Jr.,director
tt59895813,nm0465106,Mamas Boy,Hal Roach Jr.,director
tt55482309,nm0465106,Moonshine,Hal Roach Jr.,director
tt32776491,nm0465106,Operation Cleat,Hal Roach Jr.,director
tt18677458,nm0465106,Return of the Dead,Hal Roach Jr.,director
tt62144638,nm0465106,Step Child,Hal Roach Jr.,director
tt79846410,nm0465106,Story of Nora Fulton,Hal Roach Jr.,director
tt21446595,nm0465106,The Big Race,Hal Roach Jr.,director
tt53628731,nm0465106,The Case of the Parolee,Hal Roach Jr.,director
tt29102888,nm0465106,The Forger,Hal Roach Jr.,director
tt28837144,nm0465106,The Hitchhiker,Hal Roach Jr.,director
tt40910619,nm0465106,The Last Appeal,Hal Roach Jr.,director
tt61758989,nm0465106,Until Proven Guilty,Hal Roach Jr.,director
tt99897371,nm0465106,The Prize Fighter Story,Hal Roach Jr.,director
tt20770016,nm0465106,Third Floor Rear,Hal Roach Jr.,director
tt90030245,nm0465106,Youth Crime Ring,Hal Roach Jr.,director
tt83264677,nm0465106,Accidentally on Purpose,Hal Roach Jr.,director
tt92693554,nm0465106,Beauty for Hire,Hal Roach Jr.,director
tt45500127,nm0465106,Desperate Money,Hal Roach Jr.,director
tt39491935,nm0465106,Take a Little Leave a Little,Hal Roach Jr.,director
tt90143535,nm0465106,The Bill of Sale Racket,Hal Roach Jr.,director
tt98162655,nm0465106,The Case of the Dancing Lady,Hal Roach Jr.,director
tt53154606,nm0465106,The Case of the Hearse Chaser,Hal Roach Jr.,director
tt75447648,nm0465106,The Case of the Matchmaker,Hal Roach Jr.,director
tt93861636,nm0465106,The Case of the Miracle Mud,Hal Roach Jr.,director
tt79419095,nm0465106,The Christmas Caper,Hal Roach Jr.,director
tt16986876,nm0465106,The Long Shot,Hal Roach Jr.,director
tt60647401,nm0465106,The Strange Case of James Doyle,Hal Roach Jr.,director
tt48714595,nm0465106,The System,Hal Roach Jr.,director
tt26901793,nm0465106,In the Shade of the Old Family Tree,Hal Roach Jr.,director
tt43655115,nm0465106,The Business,Hal Roach Jr.,director
tt27286534,nm0465106,One Angle Too Many,Hal Roach Jr.,director
tt28291808,nm0465106,Sting of Fate,Hal Roach Jr.,director
tt72084612,nm0465106,The Elephant in Stockings,Hal Roach Jr.,director
tt38306194,nm0465106,The Family Tree,Hal Roach Jr.,director
tt77899835,nm0465106,The Salted Mine,Hal Roach Jr.,director
tt27367580,nm0465106,The Soft Touch,Hal Roach Jr.,director
tt63264129,nm0465106,The Raccoon Hunt,Hal Roach Jr.,director
tt36357006,nm0465106,One More Dream,Hal Roach Jr.,director
tt98200322,nm0465106,A Place for Grandma,Hal Roach Jr.,director
tt45596499,nm0465106,Papa and Mambo,Hal Roach Jr.,director
tt17623866,nm0465106,The Director,Hal Roach Jr.,director
tt13695796,nm0465106,His Brothers Keeper,Hal Roach Jr.,director
tt21808999,nm0465106,Geneva,Hal Roach Jr.,director
tt41260235,nm0465106,Heaven for Sale,Hal Roach Jr.,director
tt32841139,nm0465106,Operation Rescue,Hal Roach Jr.,director
tt97951473,nm0465106,Hawaii Story,Hal Roach Jr.,director
tt21728891,nm0465106,Verns Winter Vacation,Hal Roach Jr.,director
tt45821997,nm0465106,Kite High,Hal Roach Jr.,director
tt29399284,nm0465106,Margie Babysits,Hal Roach Jr.,director
tt89770254,nm0465106,Father Does His Homework,Hal Roach Jr.,director
tt73128777,nm0465106,Hate the Love Seat,Hal Roach Jr.,director
tt83187684,nm0465106,Black Saturday,Hal Roach Jr.,director
tt88590027,nm0465106,What Paper Do You Read,Hal Roach Jr.,director
tt66458039,nm0465106,The Case of the Perpetual Pellet,Hal Roach Jr.,director
tt62584313,nm0465106,The Case of the Spanish Prisoner,Hal Roach Jr.,director
tt44725725,nm0465106,Star of Khyber,Hal Roach Jr.,director
tt34940805,nm0465106,The Unexpected Guest,Hal Roach Jr.,director
tt10511987,nm0465106,Corpus Delicti,Hal Roach Jr.,director
tt73706605,nm0465106,Hillbilly Margie,Hal Roach Jr.,director
tt76601030,nm0465106,Day and Night,Hal Roach Jr.,director
tt25027557,nm0465106,Verns MotherInLaw,Hal Roach Jr.,director
tt73264873,nm0465106,Meet Mr Murphy,Hal Roach Jr.,director
tt41143829,nm0465106,Trapped Freddie,Hal Roach Jr.,director
tt68975298,nm0465106,Buried Treasure,Hal Roach Jr.,director
tt29957751,nm0465106,Verns New Girlfriend,Hal Roach Jr.,director
tt71008121,nm0465106,A Horse on Vern,Hal Roach Jr.,director
tt80326916,nm0465106,To Health with Yoga,Hal Roach Jr.,director
tt29975713,nm0465106,Babies for Sale,Hal Roach Jr.,director
tt19129821,nm0465106,The Case of the Condemned Cattle,Hal Roach Jr.,director
tt27000823,nm0465106,The Perfect Match,Hal Roach Jr.,director
tt82697801,nm0465106,Two for One,Hal Roach Jr.,director
tt46148055,nm0465106,Pick a Number,Hal Roach Jr.,director
tt66410267,nm0465106,Check and Double Check,Hal Roach Jr.,director
tt80967199,nm0465106,Heartbreak for Sale,Hal Roach Jr.,director
tt77175826,nm0465106,The Expensive Tumble,Hal Roach Jr.,director
tt98545014,nm0465106,The Case of No Questions Asked,Hal Roach Jr.,director
tt70189966,nm0465106,The Staff of Life,Hal Roach Jr.,director
tt86807170,nm0465106,Blessed Expense,Hal Roach Jr.,director
tt72720628,nm0465106,Romance Unlimited,Hal Roach Jr.,director
tt99288415,nm0465106,Sale Value,Hal Roach Jr.,director
tt12276289,nm0465106,The Case of Lady Luck,Hal Roach Jr.,director
tt52311176,nm0465106,The Front Man,Hal Roach Jr.,director
tt79994959,nm0465106,The Knockout,Hal Roach Jr.,director
tt51221743,nm0465106,The Suit Club,Hal Roach Jr.,director
tt43854211,nm0465106,The Case of the Sure Thing,Hal Roach Jr.,director
tt38814998,nm0465106,Athens,Hal Roach Jr.,director
tt28981659,nm0465106,Batavia,Hal Roach Jr.,director
tt37301982,nm0465106,Margies Phantom Lover,Hal Roach Jr.,director
tt11262544,nm0465106,Father Gets Into the Act,Hal Roach Jr.,director
tt72047080,nm0465106,Problem Party,Hal Roach Jr.,director
tt31842587,nm0465106,Barbecue,Hal Roach Jr.,director
tt31996795,nm0465106,The Pearl Necklace,Hal Roach Jr.,director
tt68287850,nm0465106,Delinquent Margie,Hal Roach Jr.,director
tt59887877,nm0465106,Las Vegas Story,Hal Roach Jr.,director
tt28882894,nm0465106,New Neighbors,Hal Roach Jr.,director
tt93907197,nm0465106,Whats Cooking,Hal Roach Jr.,director
tt50068690,nm0465106,Insurance,Hal Roach Jr.,director
tt33750338,nm0465106,Make Up Your Mind,Hal Roach Jr.,director
tt53937372,nm0465106,Margies Elopement,Hal Roach Jr.,director
tt49899371,nm0465106,Matinee Idol,Hal Roach Jr.,director
tt67980434,nm0465106,Mr Uranium,Hal Roach Jr.,director
tt56985587,nm0465106,Too Many Ghosts,Hal Roach Jr.,director
tt58972257,nm0465106,Homely Margie,Hal Roach Jr.,director
tt80344808,nm0465106,Hypochondriac,Hal Roach Jr.,director
tt75812413,nm0465106,Motorcycle Cop,Hal Roach Jr.,director
tt82025710,nm0465106,Verns Chums,Hal Roach Jr.,director
tt34934590,nm0465106,Honeyboy Honeywell,Hal Roach Jr.,director
tt23178643,nm0465106,Road to Nowhere,Hal Roach Jr.,director
tt83392625,nm0465106,The Feud,Hal Roach Jr.,director
tt79454566,nm0465106,Your Witness,Hal Roach Jr.,director
tt75163603,nm0465106,Out of the Past,Hal Roach Jr.,director
tt97817648,nm0465106,The Unfit Mother,Hal Roach Jr.,director
tt32252168,nm0465106,Lisa,Hal Roach Jr.,director
tt99788040,nm0465106,Baby for Sale,Hal Roach Jr.,director
tt17042412,nm0465106,Two Brothers,Hal Roach Jr.,director
tt76531094,nm0465106,The Hijacked Truck,Hal Roach Jr.,director
tt29909901,nm0465106,Circumstantial Evidence,Hal Roach Jr.,director
tt68943192,nm0465106,The Murder Photo,Hal Roach Jr.,director
tt78060115,nm0465106,Socrates,Hal Roach Jr.,director
tt58619415,nm0465106,The Man Who Couldnt Remember,Hal Roach Jr.,director
tt95357313,nm0465106,Deep Ditch,Hal Roach Jr.,director
tt83437978,nm0465106,Gunpoint,Hal Roach Jr.,director
tt88016541,nm0465106,Time to Kill,Hal Roach Jr.,director
tt99661158,nm0465106,The Jockey and the Nun,Hal Roach Jr.,director
tt29954393,nm6081065,Behind the Locked Door,Benjamin H. Kline,director
tt94913990,nm6081065,I Saw the Whole Thing,Benjamin H. Kline,director
tt45406119,nm6081065,The Long Silence,Benjamin H. Kline,director
tt82575142,nm6081065,Mr Lucifer,Benjamin H. Kline,director
tt84879928,nm6081065,Coming Mama,Benjamin H. Kline,director
tt36247465,nm6081065,Deathmate,Benjamin H. Kline,director
tt76638710,nm6081065,How to Catch a Man,Benjamin H. Kline,director
tt42642040,nm6081065,Kelly the Matchmaker,Benjamin H. Kline,director
tt37810536,nm6081065,Peter the Medicine Man,Benjamin H. Kline,director
tt47078937,nm6081065,Doomtown,Benjamin H. Kline,director
tt22592267,nm6081065,Mission to Mexico,Benjamin H. Kline,director
tt55143398,nm6081065,The Frozen Men,Benjamin H. Kline,director
tt18637437,nm6081065,Death Rides the Tender,Benjamin H. Kline,director
tt12771166,nm6081065,Mrs Casey Jones,Benjamin H. Kline,director
tt68763571,nm6081065,Spurline to Danger,Benjamin H. Kline,director
tt96632060,nm6081065,The Gunslinger,Benjamin H. Kline,director
tt66052010,nm6081065,A Funny Thing Happened on My Way to the Game,Benjamin H. Kline,director
tt85337216,nm6081065,Dance of Death,Benjamin H. Kline,director
tt88529979,nm6081065,Jungle Castle,Benjamin H. Kline,director
tt42331429,nm6081065,One for the Book,Benjamin H. Kline,director
tt55593305,nm6081065,Rendezvous in Washington,Benjamin H. Kline,director
tt93615793,nm6081065,The Paper Killer,Benjamin H. Kline,director
tt37891937,nm6081065,The Two of Us,Benjamin H. Kline,director
tt19827341,nm6081065,To the Best of My Recollection,Benjamin H. Kline,director
tt84778876,nm6081065,I the People,Benjamin H. Kline,director
tt29782064,nm6081065,Kid on a Calico Horse,Benjamin H. Kline,director
tt70103858,nm6081065,McGowans Debt,Benjamin H. Kline,director
tt53581069,nm6081065,The Beauty and the Sorrow,Benjamin H. Kline,director
tt54668606,nm6081065,Burglary Mister,Benjamin H. Kline,director
tt68165222,nm6081065,Homicide Cigarette Butt,Benjamin H. Kline,director
tt90859229,nm6081065,Homicide The Student,Benjamin H. Kline,director
tt76688608,nm6081065,Personnel The Shooting,Benjamin H. Kline,director
tt95772275,nm6081065,SIU The Ring,Benjamin H. Kline,director
tt35013302,nm6081065,Coals of Fire,Benjamin H. Kline,director
tt99605826,nm6081065,Karina,Benjamin H. Kline,director
tt61001029,nm6081065,The Courtship,Benjamin H. Kline,director
tt85405733,nm6081065,The Shaggy Kings,Benjamin H. Kline,director
tt63069573,nm6081065,A Little White Lye,Benjamin H. Kline,director
tt86279794,nm6081065,The Jokes on Me,Benjamin H. Kline,director
tt27983304,nm6081065,Message from Beyond,Benjamin H. Kline,director
tt71380436,nm6081065,The Leaf in the Forest,Benjamin H. Kline,director
tt96194328,nm6081065,Shadow of a Man,Benjamin H. Kline,director
tt38696007,nm6081065,Are There Any More Out There Like You,Benjamin H. Kline,director
tt98000448,nm6081065,The Gun,Benjamin H. Kline,director
tt82781978,nm6081065,Bad Blood,Benjamin H. Kline,director
tt28756700,nm6081065,Bare Knuckles,Benjamin H. Kline,director
tt49157885,nm6081065,The Long Road Back,Benjamin H. Kline,director
tt57161405,nm6081065,Alias Captain Binghamton,Benjamin H. Kline,director
tt93530280,nm6081065,The Dart Gun Wedding,Benjamin H. Kline,director
tt19018469,nm6081065,Its a Mad Mad Mad War,Benjamin H. Kline,director
tt26887108,nm6081065,Marryin Chuck,Benjamin H. Kline,director
tt96392277,nm6081065,McHale and His Seven Cupids,Benjamin H. Kline,director
tt96152815,nm6081065,Movies Are Your Best Diversion,Benjamin H. Kline,director
tt58859320,nm6081065,To Binghamton with Love,Benjamin H. Kline,director
tt26553873,nm6081065,The Taker,Benjamin H. Kline,director
tt50495954,nm6081065,A Crooked Line,Benjamin H. Kline,director
tt91061783,nm6081065,A Wagonload of Wives,Benjamin H. Kline,director
tt81845249,nm6081065,Cards Anyone,Benjamin H. Kline,director
tt98619006,nm6081065,No Sale,Benjamin H. Kline,director
tt65140020,nm6081065,Quit Shootin Folks,Benjamin H. Kline,director
tt95410782,nm6081065,Sir Richard of Wretched,Benjamin H. Kline,director
tt17708263,nm6081065,The Ross Guttley Story,Benjamin H. Kline,director
tt37198599,nm6081065,I Am the Late Diana Hays,Benjamin H. Kline,director
tt31683162,nm6081065,The Dark Beyond the Door,Benjamin H. Kline,director
tt71474417,nm6081065,Protégé,Benjamin H. Kline,director
tt49144593,nm6081065,A Fistful of Pride,Benjamin H. Kline,director
tt22140182,nm6081065,Bill Longley,Benjamin H. Kline,director
tt16815968,nm6081065,The Prisoner,Benjamin H. Kline,director
tt93672131,nm6081065,Phoebe,Benjamin H. Kline,director
tt97491796,nm6081065,Hatfield the Rainmaker,Benjamin H. Kline,director
tt86919599,nm6081065,A Good Imagination,Benjamin H. Kline,director
tt59865410,nm6081065,Kill My Love,Benjamin H. Kline,director
tt28059039,nm6081065,Man of Mystery,Benjamin H. Kline,director
tt65094316,nm6081065,The Lethal Ladies,Benjamin H. Kline,director
tt29024758,nm6081065,Chuck Wooster Wagonmaster,Benjamin H. Kline,director
tt74722480,nm6081065,Princess of a Lost Tribe,Benjamin H. Kline,director
tt40002476,nm6081065,The Albert Farnsworth Story,Benjamin H. Kline,director
tt66684735,nm6081065,The Allison Justis Story,Benjamin H. Kline,director
tt87171967,nm6081065,The Amos Gibbon Story,Benjamin H. Kline,director
tt18950313,nm6081065,The Andrew Hale Story,Benjamin H. Kline,director
tt70620586,nm6081065,The Annie Griffith Story,Benjamin H. Kline,director
tt25790837,nm6081065,The Beauty Jamison Story,Benjamin H. Kline,director
tt25404921,nm6081065,The Ben Courtney Story,Benjamin H. Kline,director
tt67469699,nm6081065,The Benjamin Burns Story,Benjamin H. Kline,director
tt21969465,nm6081065,The Beth Pearson Story,Benjamin H. Kline,director
tt16055387,nm6081065,The Bije Wilcox Story,Benjamin H. Kline,director
tt39379066,nm6081065,The CL Harding Story,Benjamin H. Kline,director
tt90187923,nm6081065,The Candy OHara Story,Benjamin H. Kline,director
tt96818923,nm6081065,The Cappy Darrin Story,Benjamin H. Kline,director
tt86651308,nm6081065,The Cassie Tanner Story,Benjamin H. Kline,director
tt60869085,nm6081065,The Cathy Eckhart Story,Benjamin H. Kline,director
tt99391550,nm6081065,The Charlene Brenton Story,Benjamin H. Kline,director
tt23819056,nm6081065,The Charles Maury Story,Benjamin H. Kline,director
tt60407554,nm6081065,The Christine Elliott Story,Benjamin H. Kline,director
tt70953255,nm6081065,The Clara Duncan Story,Benjamin H. Kline,director
tt21595956,nm6081065,The Clayton Tucker Story,Benjamin H. Kline,director
tt37377077,nm6081065,The Colter Craven Story,Benjamin H. Kline,director
tt84645083,nm6081065,The Countess Baranof Story,Benjamin H. Kline,director
tt94853172,nm6081065,The Dan Hogan Story,Benjamin H. Kline,director
tt17566161,nm6081065,The Daniel Barrister Story,Benjamin H. Kline,director
tt84139527,nm6081065,The Danny Benedict Story,Benjamin H. Kline,director
tt70314278,nm6081065,The Dick Jarvis Story,Benjamin H. Kline,director
tt32085472,nm6081065,Dr Swift Cloud,Benjamin H. Kline,director
tt27556728,nm6081065,The Duke Le May Story,Benjamin H. Kline,director
tt42462463,nm6081065,The Elizabeth McQueeny Story,Benjamin H. Kline,director
tt94205015,nm6081065,The Ella Lindstrom Story,Benjamin H. Kline,director
tt68233622,nm6081065,The Estaban Zamora Story,Benjamin H. Kline,director
tt32561413,nm6081065,The Felizia Kingdom Story,Benjamin H. Kline,director
tt55770352,nm6081065,The Flint McCullough Story,Benjamin H. Kline,director
tt14364832,nm6081065,The Gabe Carswell Story,Benjamin H. Kline,director
tt70065815,nm6081065,The Greenhorn Story,Benjamin H. Kline,director
tt68204720,nm6081065,The Horace Best Story,Benjamin H. Kline,director
tt12881101,nm6081065,The Hunter Malloy Story,Benjamin H. Kline,director
tt86169224,nm6081065,The Jane Hawkins Story,Benjamin H. Kline,director
tt52595248,nm6081065,The Jasper Cato Story,Benjamin H. Kline,director
tt58424817,nm6081065,The Jenny Tannen Story,Benjamin H. Kline,director
tt31919516,nm6081065,The Jess MacAbee Story,Benjamin H. Kline,director
tt97812968,nm6081065,The John Wilbot Story,Benjamin H. Kline,director
tt89657955,nm6081065,The Jonas Murdock Story,Benjamin H. Kline,director
tt25860255,nm6081065,The Jose Morales Story,Benjamin H. Kline,director
tt20107229,nm6081065,The Joshua Gilliam Story,Benjamin H. Kline,director
tt98117670,nm6081065,The Kate Parker Story,Benjamin H. Kline,director
tt73715233,nm6081065,The Kitty Angel Story,Benjamin H. Kline,director
tt11359079,nm6081065,The Larry Hanify Story,Benjamin H. Kline,director
tt60634056,nm6081065,The Last Man,Benjamin H. Kline,director
tt75113593,nm6081065,The Liam Fitzmorgan Story,Benjamin H. Kline,director
tt53415610,nm6081065,The Lita Foladaire Story,Benjamin H. Kline,director
tt31110943,nm6081065,The Luke Grant Story,Benjamin H. Kline,director
tt86235755,nm6081065,The Maggie Hamilton Story,Benjamin H. Kline,director
tt89118074,nm6081065,The Maidie Brant Story,Benjamin H. Kline,director
tt32807048,nm6081065,The Matthew Lowry Story,Benjamin H. Kline,director
tt79717325,nm6081065,The Millie Davis Story,Benjamin H. Kline,director
tt59212398,nm6081065,The Monty Britton Story,Benjamin H. Kline,director
tt79111340,nm6081065,The Rex Montana Story,Benjamin H. Kline,director
tt83102282,nm6081065,The Ricky and Laurie Bell Story,Benjamin H. Kline,director
tt53305666,nm6081065,The Rodney Lawrence Story,Benjamin H. Kline,director
tt93028305,nm6081065,The Roger Bigelow Story,Benjamin H. Kline,director
tt41889167,nm6081065,The Ruttledge Munroe Story,Benjamin H. Kline,director
tt29254318,nm6081065,The Sakae Ito Story,Benjamin H. Kline,director
tt84148059,nm6081065,The Sam Livingston Story,Benjamin H. Kline,director
tt71613984,nm6081065,The Shadrack Bennington Story,Benjamin H. Kline,director
tt94240074,nm6081065,The Sister Rita Story,Benjamin H. Kline,director
tt10411990,nm6081065,The St Nicholas Story,Benjamin H. Kline,director
tt57610825,nm6081065,The Stagecoach Story,Benjamin H. Kline,director
tt51312340,nm6081065,The Steve Campden Story,Benjamin H. Kline,director
tt93440309,nm6081065,The Swift Cloud Story,Benjamin H. Kline,director
tt28988540,nm6081065,The Tom Tuckett Story,Benjamin H. Kline,director
tt93786892,nm6081065,The Tracy Sadler Story,Benjamin H. Kline,director
tt77260941,nm6081065,The Vincent Eaglewood Story,Benjamin H. Kline,director
tt74409967,nm6081065,The Vittorio Bottecelli Story,Benjamin H. Kline,director
tt66747603,nm6081065,Trial for Murder Part 1,Benjamin H. Kline,director
tt29481669,nm6081065,Trial for Murder Part 2,Benjamin H. Kline,director
tt11984078,nm6081065,Wagons Ho,Benjamin H. Kline,director
tt53196243,nm6081065,Weight of Command,Benjamin H. Kline,director
tt79887615,nm6081065,A DaDa for Christy,Benjamin H. Kline,director
tt39552599,nm6081065,The Vampire of Taratupa,Benjamin H. Kline,director
tt10778964,nm0962553,Bamboo Cross,William Asher,director
tt92959276,nm0962553,The Land of Oz,William Asher,director
tt65702066,nm0962553,Babes in Toyland,William Asher,director
tt38656410,nm0962553,A Chance on Love,William Asher,director
tt24142447,nm0962553,A Good Turn Never Goes Unpunished,William Asher,director
tt17447265,nm0962553,A Majority of Two,William Asher,director
tt37255028,nm0962553,A Plague on Maurice and Samantha,William Asher,director
tt15849290,nm0962553,Allergic to Macedonian Dodo Birds,William Asher,director
tt87693952,nm0962553,And Something Makes Four,William Asher,director
tt31443859,nm0962553,Cousin Serena Strikes Again Part 1,William Asher,director
tt81694248,nm0962553,Cousin Serena Strikes Again Part 2,William Asher,director
tt49463368,nm0962553,Daddy Comes to Visit,William Asher,director
tt64508594,nm0962553,Darrin Goes Ape,William Asher,director
tt48211216,nm0962553,Darrin the Warlock,William Asher,director
tt39032505,nm0962553,George Washington Zapped Here Part 1,William Asher,director
tt41551099,nm0962553,George Washington Zapped Here Part 2,William Asher,director
tt87726076,nm0962553,Going Ape,William Asher,director
tt59409400,nm0962553,Hansel and Gretel in Samanthaland,William Asher,director
tt23175825,nm0962553,How Green Was My Grass,William Asher,director
tt63092837,nm0962553,I Confess,William Asher,director
tt47844932,nm0962553,I Dont Want to Be a Toad I Want to Be a Butterfly,William Asher,director
tt31479644,nm0962553,If They Never Met,William Asher,director
tt20651796,nm0962553,Instant Courtesy,William Asher,director
tt78269665,nm0962553,Is It Magic or Imagination,William Asher,director
tt44243394,nm0962553,Just a Kid Again,William Asher,director
tt43506499,nm0962553,Man of the Year,William Asher,director
tt29518426,nm0962553,Mc Tavish,William Asher,director
tt62924927,nm0962553,Mirror Mirror on the Wall,William Asher,director
tt33962829,nm0962553,Mona Sammy,William Asher,director
tt61048661,nm0962553,Money Happy Returns,William Asher,director
tt20521597,nm0962553,Mrs Stephens Where Are You,William Asher,director
tt73727322,nm0962553,My What Big Ears You Have,William Asher,director
tt40722859,nm0962553,No Zip in My Zap,William Asher,director
tt39159065,nm0962553,Okay Whos the Wise Witch,William Asher,director
tt29790825,nm0962553,Once in a Vial,William Asher,director
tt17277133,nm0962553,One Touch of Midas,William Asher,director
tt31035688,nm0962553,Out of Sync Out of Mind,William Asher,director
tt24014610,nm0962553,Out of the Mouths of Babes,William Asher,director
tt95116755,nm0962553,Paul Revere Rides Again,William Asher,director
tt65821124,nm0962553,Prince of a Guy,William Asher,director
tt88644148,nm0962553,Sam and the Beanstalk,William Asher,director
tt26489131,nm0962553,Sams Double Mother Trouble,William Asher,director
tt45647906,nm0962553,Sams Witchcraft Blows a Fuse,William Asher,director
tt28268203,nm0962553,Samantha Fights City Hall,William Asher,director
tt36667972,nm0962553,Samantha Is Earthbound,William Asher,director
tt73133425,nm0962553,Samantha and Darrin in Mexico City,William Asher,director
tt75806601,nm0962553,Samantha and the Antique Doll,William Asher,director
tt34895954,nm0962553,Samantha on the Keyboard,William Asher,director
tt56010045,nm0962553,Samanthas Curious Cravings,William Asher,director
tt50609036,nm0962553,Samanthas Da Vinci Dilemma,William Asher,director
tt36930693,nm0962553,Samanthas Good News,William Asher,director
tt85455136,nm0962553,Samanthas Lost Weekend,William Asher,director
tt79809512,nm0962553,Samanthas Magic Mirror,William Asher,director
tt79657834,nm0962553,Samanthas Magic Sitter,William Asher,director
tt62966747,nm0962553,Samanthas Old Man,William Asher,director
tt14172795,nm0962553,Samanthas Old Salem Trip,William Asher,director
tt69920289,nm0962553,Samanthas Pet Warlock,William Asher,director
tt60907909,nm0962553,Samanthas Psychic Slip,William Asher,director
tt41455757,nm0962553,Samanthas Secret Saucer,William Asher,director
tt28301934,nm0962553,Samanthas Secret Spell,William Asher,director
tt79925767,nm0962553,Samanthas Shopping Spree,William Asher,director
tt72240490,nm0962553,Samanthas Super Maid,William Asher,director
tt55627048,nm0962553,Samanthas Thanksgiving to Remember,William Asher,director
tt29000129,nm0962553,Samantha the Bard,William Asher,director
tt27364164,nm0962553,Samantha the Sculptress,William Asher,director
tt96968604,nm0962553,Santa Comes to Visit and Stays and Stays,William Asher,director
tt50794920,nm0962553,School Days School Daze,William Asher,director
tt19308761,nm0962553,Serena Stops the Show,William Asher,director
tt36389134,nm0962553,Serenas Youth Pill,William Asher,director
tt80015410,nm0962553,Snob in the Grass,William Asher,director
tt13679891,nm0962553,Super Arthur,William Asher,director
tt83280390,nm0962553,Tabithas First Day at School,William Asher,director
tt62404995,nm0962553,Tabithas Weekend,William Asher,director
tt85896351,nm0962553,The Battle of Burning Oak,William Asher,director
tt32336541,nm0962553,The Corsican Cousins,William Asher,director
tt60614168,nm0962553,The Eight Year Itch Witch,William Asher,director
tt27207129,nm0962553,The House That Uncle Arthur Built,William Asher,director
tt10707766,nm0962553,The NoHarm Charm,William Asher,director
tt82114458,nm0962553,The Phrase Is Familiar,William Asher,director
tt95294505,nm0962553,The Return of Darrin the Bold,William Asher,director
tt52442137,nm0962553,Solid Gold Motherinlaw,William Asher,director
tt82928655,nm0962553,The Warlock in the Gray Flannel Suit,William Asher,director
tt90287848,nm0962553,This Little Piggie,William Asher,director
tt15142423,nm0962553,Three Men and a Witch on a Horse,William Asher,director
tt58555855,nm0962553,Turn on the Old Charm,William Asher,director
tt71094034,nm0962553,Youre So Agreeable,William Asher,director
tt83993961,nm0962553,A Visit from Uncle Jed,William Asher,director
tt17762173,nm0962553,Anywhere I Hang My Horn Is Home,William Asher,director
tt62908102,nm0962553,Block That Statue,William Asher,director
tt52937237,nm0962553,Chip Off the Old Block,William Asher,director
tt93908948,nm0962553,Double Date,William Asher,director
tt75683227,nm0962553,Let Em Eat Cake,William Asher,director
